;Unnamed: 0;Tweet;Emosi;step01;tokens;tokens_perbaikan;final_tokens;step02;ProcessedText
152;152.0;Ada 15 cara menyuruh Covid-19 segera pergi:6. Jangan lagi pernah abaikan rumah, keluarga dengan terlalu sibuk di luar rumah. Bukankan Covid-19 telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga ?;1.0;ada number cara menyuruh covid number segera pergi number jangan lagi pernah abaikan rumah keluarga dengan terlalu sibuk di luar rumah bukankan covid number telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga;['ada', 'number', 'cara', 'menyuruh', 'covid', 'number', 'segera', 'pergi', 'number', 'jangan', 'lagi', 'pernah', 'abaikan', 'rumah', 'keluarga', 'dengan', 'terlalu', 'sibuk', 'di', 'luar', 'rumah', 'bukankan', 'covid', 'number', 'telah', 'mendidik', 'kita', 'untuk', 'banyak', 'tinggal', 'di', 'dalam', 'rumah', 'bersama', 'keluarga'];['ada', 'number', 'cara', 'menyuruh', 'covid', 'number', 'segera', 'pergi', 'number', 'jangan', 'lagi', 'pernah', 'abaikan', 'rumah', 'keluarga', 'dengan', 'terlalu', 'sibuk', 'di', 'luar', 'rumah', 'bukankan', 'covid', 'number', 'telah', 'mendidik', 'kita', 'untuk', 'banyak', 'tinggal', 'di', 'dalam', 'rumah', 'bersama', 'keluarga'];['ada', 'number', 'cara', 'menyuruh', 'covid', 'number', 'segera', 'pergi', 'number', 'jangan', 'lagi', 'pernah', 'abaikan', 'rumah', 'keluarga', 'dengan', 'terlalu', 'sibuk', 'di', 'luar', 'rumah', 'bukankan', 'covid', 'number', 'telah', 'mendidik', 'kita', 'untuk', 'banyak', 'tinggal', 'di', 'dalam', 'rumah', 'bersama', 'keluarga'];ada number cara menyuruh covid number segera pergi number jangan lagi pernah abaikan rumah keluarga dengan terlalu sibuk di luar rumah bukankan covid number telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga;number cara suruh covid number segera pergi number jangan pernah abai rumah keluarga terlalu sibuk luar rumah bukan covid number didik untuk banyak tinggal dalam rumah sama keluarga
153;153.0;Kasihan ibu korban covid 19. Yg memohon kepada warga Video : 2;-1.0;kasihan ibu korban covid number yg memohon kepada warga video number;['kasihan', 'ibu', 'korban', 'covid', 'number', 'yg', 'memohon', 'kepada', 'warga', 'video', 'number'];['kasihan', 'ibu', 'korban', 'covid', 'number', 'yang', 'memohon', 'kepada', 'warga', 'video', 'number'];['kasihan', 'ibu', 'korban', 'covid', 'number', 'yang', 'memohon', 'kepada', 'warga', 'video', 'number'];kasihan ibu korban covid number yang memohon kepada warga video number;kasihan ibu korban covid number mohon warga video number
154;154.0;Bukan karena covid, dia HIV;-2.0;bukan karena covid dia hiv;['bukan', 'karena', 'covid', 'dia', 'hiv'];['bukan', 'karena', 'covid', 'dia', 'hiv'];['bukan', 'karena', 'covid', 'dia', 'hiv'];bukan karena covid dia hiv;bukan covid hiv
155;155.0;Pandemi COVID-19 ketua Komisi Fatwa MUI banten himbau masyarakat tidak ke luar daerah;1.0;pandemi covid number ketua komisi fatwa mui banten himbau masyarakat tidak ke luar daerah;['pandemi', 'covid', 'number', 'ketua', 'komisi', 'fatwa', 'mui', 'banten', 'himbau', 'masyarakat', 'tidak', 'ke', 'luar', 'daerah'];['pandemi', 'covid', 'number', 'ketua', 'komisi', 'fatwa', 'mui', 'banten', 'himbau', 'masyarakat', 'tidak', 'ke', 'luar', 'daerah'];['pandemi', 'covid', 'number', 'ketua', 'komisi', 'fatwa', 'mui', 'banten', 'himbau', 'masyarakat', 'tidak', 'ke', 'luar', 'daerah'];pandemi covid number ketua komisi fatwa mui banten himbau masyarakat tidak ke luar daerah;pandemi covid number ketua komisi fatwa mui banten himbau masyarakat ke luar daerah
156;156.0;Update 9 April 2020 Infografis Covid-19: 3293 Positif, 252 Sembuh, 280 Meninggal -;1.0;update date infografis covid number number positif number sembuh number meninggal;['update', 'date', 'infografis', 'covid', 'number', 'number', 'positif', 'number', 'sembuh', 'number', 'meninggal'];['update', 'date', 'infografis', 'covid', 'number', 'number', 'positif', 'number', 'sembuh', 'number', 'meninggal'];['update', 'date', 'infografis', 'covid', 'number', 'number', 'positif', 'number', 'sembuh', 'number', 'meninggal'];update date infografis covid number number positif number sembuh number meninggal;update date infografis covid number number positif number sembuh number tinggal
157;157.0;Pasien Pertama Covid 19 di Kabupaten Serang Terdeteksi Pulang dari Jakarta;1.0;pasien pertama covid number di kabupaten serang terdeteksi pulang dari jakarta;['pasien', 'pertama', 'covid', 'number', 'di', 'kabupaten', 'serang', 'terdeteksi', 'pulang', 'dari', 'jakarta'];['pasien', 'pertama', 'covid', 'number', 'di', 'kabupaten', 'serang', 'terdeteksi', 'pulang', 'dari', 'jakarta'];['pasien', 'pertama', 'covid', 'number', 'di', 'kabupaten', 'serang', 'terdeteksi', 'pulang', 'dari', 'jakarta'];pasien pertama covid number di kabupaten serang terdeteksi pulang dari jakarta;pasien pertama covid number kabupaten serang deteksi pulang jakarta
158;158.0;Time musim PKP ni pun runner boleh jual dadah ek? Yg beli dadah pun jenis otak kat mana tah. Time PKP ni kita nak doa supaya covid-19 ni pulih cepat, orang hisap dadah minta mati cepat. Eh marah plak rasa;-2.0;time musim pkp ni pun runner boleh jual dadah ek yg beli dadah pun jenis otak kat mana tah time pkp ni kita nak doa supaya covid number ni pulih cepat orang hisap dadah minta mati cepat eh marah plak rasa;['time', 'musim', 'pkp', 'ni', 'pun', 'runner', 'boleh', 'jual', 'dadah', 'ek', 'yg', 'beli', 'dadah', 'pun', 'jenis', 'otak', 'kat', 'mana', 'tah', 'time', 'pkp', 'ni', 'kita', 'nak', 'doa', 'supaya', 'covid', 'number', 'ni', 'pulih', 'cepat', 'orang', 'hisap', 'dadah', 'minta', 'mati', 'cepat', 'eh', 'marah', 'plak', 'rasa'];['time', 'musim', 'pkp', 'ini', 'pun', 'runner', 'boleh', 'jual', 'dadah', 'ek', 'yang', 'beli', 'dadah', 'pun', 'jenis', 'otak', 'kat', 'mana', 'tah', 'time', 'pkp', 'ini', 'kita', 'nak', 'doa', 'supaya', 'covid', 'number', 'ini', 'pulih', 'cepat', 'orang', 'hisap', 'dadah', 'minta', 'mati', 'cepat', 'eh', 'marah', 'plak', 'rasa'];['time', 'musim', 'pkp', 'ini', 'pun', 'runner', 'boleh', 'jual', 'dadah', 'ek', 'yang', 'beli', 'dadah', 'pun', 'jenis', 'otak', 'kat', 'mana', 'tah', 'time', 'pkp', 'ini', 'kita', 'nak', 'doa', 'supaya', 'covid', 'number', 'ini', 'pulih', 'cepat', 'orang', 'hisap', 'dadah', 'minta', 'mati', 'cepat', 'eh', 'marah', 'plak', 'rasa'];time musim pkp ini pun runner boleh jual dadah ek yang beli dadah pun jenis otak kat mana tah time pkp ini kita nak doa supaya covid number ini pulih cepat orang hisap dadah minta mati cepat eh marah plak rasa;time musim pkp runner jual dadah ek beli dadah pun jenis otak kat mana tah time pkp kita nak doa covid number pulih cepat orang hisap dadah minta mati cepat marah plak rasa
159;159.0;Cara allah membersihkan bumi ini dari polusi kendaraan ya adanya covid-19 ini;-1.0;cara allah membersihkan bumi ini dari polusi kendaraan ya adanya covid number ini;['cara', 'allah', 'membersihkan', 'bumi', 'ini', 'dari', 'polusi', 'kendaraan', 'ya', 'adanya', 'covid', 'number', 'ini'];['cara', 'allah', 'membersihkan', 'bumi', 'ini', 'dari', 'polusi', 'kendaraan', 'iya', 'adanya', 'covid', 'number', 'ini'];['cara', 'allah', 'membersihkan', 'bumi', 'ini', 'dari', 'polusi', 'kendaraan', 'iya', 'adanya', 'covid', 'number', 'ini'];cara allah membersihkan bumi ini dari polusi kendaraan iya adanya covid number ini;cara allah bersih bumi dari polusi kendara iya ada covid number
160;160.0;Teknis RS Klaim Biaya Perawatan Pasien Covid-19;1.0;teknis rs klaim biaya perawatan pasien covid number;['teknis', 'rs', 'klaim', 'biaya', 'perawatan', 'pasien', 'covid', 'number'];['teknis', 'rs', 'klaim', 'biaya', 'perawatan', 'pasien', 'covid', 'number'];['teknis', 'rs', 'klaim', 'biaya', 'perawatan', 'pasien', 'covid', 'number'];teknis rs klaim biaya perawatan pasien covid number;teknis rs klaim biaya awat pasien covid number
161;161.0;Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID-19 di RSUP Kariadi, Semarang! Lokasi: Suwakul, Ungaran.Video : 1;-1.0;dan terjadi lagi penolakan warga terhadap jenazah perawat yang menangani covid number di rsup kariadi semarang lokasi suwakul ungaran video number;['dan', 'terjadi', 'lagi', 'penolakan', 'warga', 'terhadap', 'jenazah', 'perawat', 'yang', 'menangani', 'covid', 'number', 'di', 'rsup', 'kariadi', 'semarang', 'lokasi', 'suwakul', 'ungaran', 'video', 'number'];['dan', 'terjadi', 'lagi', 'penolakan', 'warga', 'terhadap', 'jenazah', 'perawat', 'yang', 'menangani', 'covid', 'number', 'di', 'rsup', 'kariadi', 'semarang', 'lokasi', 'suwakul', 'ungaran', 'video', 'number'];['dan', 'terjadi', 'lagi', 'penolakan', 'warga', 'terhadap', 'jenazah', 'perawat', 'yang', 'menangani', 'covid', 'number', 'di', 'rsup', 'kariadi', 'semarang', 'lokasi', 'suwakul', 'ungaran', 'video', 'number'];dan terjadi lagi penolakan warga terhadap jenazah perawat yang menangani covid number di rsup kariadi semarang lokasi suwakul ungaran video number;jadi tolak warga jenazah awat tangan covid number rsup kariadi semarang lokasi suwakul ungar video number
162;162.0;Wagub Sumbar Minta Data Penerima Bantuan Korban Covid -19 Tidak Duplikasi dan Harus Detail;-2.0;wagub sumbar minta data penerima bantuan korban covid number tidak duplikasi dan harus detail;['wagub', 'sumbar', 'minta', 'data', 'penerima', 'bantuan', 'korban', 'covid', 'number', 'tidak', 'duplikasi', 'dan', 'harus', 'detail'];['wagub', 'sumbar', 'minta', 'data', 'penerima', 'bantuan', 'korban', 'covid', 'number', 'tidak', 'duplikasi', 'dan', 'harus', 'detail'];['wagub', 'sumbar', 'minta', 'data', 'penerima', 'bantuan', 'korban', 'covid', 'number', 'tidak', 'duplikasi', 'dan', 'harus', 'detail'];wagub sumbar minta data penerima bantuan korban covid number tidak duplikasi dan harus detail;wagub sumbar minta data terima bantu korban covid number duplikasi harus detail
163;163.0;Selamat pagi Kak Siti, Mina informasikan Plasa Telkom Depok yakni Di Jl. Arif Rahman Hakim No.100 Depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada Covid-19, dapat diinformasikan keperluannya apa Kak?-;1.0;selamat pagi kak siti mina informasikan plasa telkom depok yakni di jl arif rahman hakim no number depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada covid number dapat diinformasikan keperluannya apa kak;['selamat', 'pagi', 'kak', 'siti', 'mina', 'informasikan', 'plasa', 'telkom', 'depok', 'yakni', 'di', 'jl', 'arif', 'rahman', 'hakim', 'no', 'number', 'depok', 'saat', 'ini', 'tutup', 'sementara', 'hingga', 'batas', 'waktu', 'yang', 'belum', 'ditentukan', 'mengikuti', 'anjuran', 'dari', 'pemerintah', 'terkait', 'waspada', 'covid', 'number', 'dapat', 'diinformasikan', 'keperluannya', 'apa', 'kak'];['selamat', 'pagi', 'kak', 'siti', 'mina', 'informasikan', 'plasa', 'telkom', 'depok', 'yakni', 'di', 'jl', 'arif', 'rahman', 'hakim', 'no', 'number', 'depok', 'saat', 'ini', 'tutup', 'sementara', 'hingga', 'batas', 'waktu', 'yang', 'belum', 'ditentukan', 'mengikuti', 'anjuran', 'dari', 'pemerintah', 'terkait', 'waspada', 'covid', 'number', 'dapat', 'diinformasikan', 'keperluannya', 'apa', 'kak'];['selamat', 'pagi', 'kak', 'siti', 'mina', 'informasikan', 'plasa', 'telkom', 'depok', 'yakni', 'di', 'jl', 'arif', 'rahman', 'hakim', 'no', 'number', 'depok', 'saat', 'ini', 'tutup', 'sementara', 'hingga', 'batas', 'waktu', 'yang', 'belum', 'ditentukan', 'mengikuti', 'anjuran', 'dari', 'pemerintah', 'terkait', 'waspada', 'covid', 'number', 'dapat', 'diinformasikan', 'keperluannya', 'apa', 'kak'];selamat pagi kak siti mina informasikan plasa telkom depok yakni di jl arif rahman hakim no number depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada covid number dapat diinformasikan keperluannya apa kak;selamat pagi kak siti mina informasi plasa telkom depok di jl arif rahman hakim no number depok ini tutup hingga batas waktu belum tentu ikut anjur perintah kait waspada covid number informasi perlu apa kak
164;164.0;Doa Para Kiai Bawa Spirit di Tengah Pandemi Covid-19 via;-1.0;doa para kiai bawa spirit di tengah pandemi covid number via;['doa', 'para', 'kiai', 'bawa', 'spirit', 'di', 'tengah', 'pandemi', 'covid', 'number', 'via'];['doa', 'para', 'kiai', 'bawa', 'spirit', 'di', 'tengah', 'pandemi', 'covid', 'number', 'via'];['doa', 'para', 'kiai', 'bawa', 'spirit', 'di', 'tengah', 'pandemi', 'covid', 'number', 'via'];doa para kiai bawa spirit di tengah pandemi covid number via;doa kiai bawa spirit tengah pandemi covid number via
165;165.0;Pandemi Covid-19: 1.599.423 Kasus dan 95.523 Kematian -;1.0;pandemi covid number number number kasus dan number kematian;['pandemi', 'covid', 'number', 'number', 'number', 'kasus', 'dan', 'number', 'kematian'];['pandemi', 'covid', 'number', 'number', 'number', 'kasus', 'dan', 'number', 'kematian'];['pandemi', 'covid', 'number', 'number', 'number', 'kasus', 'dan', 'number', 'kematian'];pandemi covid number number number kasus dan number kematian;pandemi covid number number number kasus number mati
166;166.0;Pusing julz, d rumah lagi rame covid, d sini rame fwb ga ngotak;-2.0;pusing julz rumah lagi rame covid sini rame fwb ga ngotak;['pusing', 'julz', 'rumah', 'lagi', 'rame', 'covid', 'sini', 'rame', 'fwb', 'ga', 'ngotak'];['pusing', 'julz', 'rumah', 'lagi', 'ramai', 'covid', 'sini', 'ramai', 'fwb', 'tidak', 'ngotak'];['pusing', 'julz', 'rumah', 'lagi', 'ramai', 'covid', 'sini', 'ramai', 'fwb', 'tidak', 'ngotak'];pusing julz rumah lagi ramai covid sini ramai fwb tidak ngotak;pusing julz rumah ramai covid sini ramai fwb ngotak
167;167.0;semoga wabah covid-19 segera berlalu dan indonesia kembali baik baik saja, amin paling serius;-1.0;semoga wabah covid number segera berlalu dan indonesia kembali baik baik saja amin paling serius;['semoga', 'wabah', 'covid', 'number', 'segera', 'berlalu', 'dan', 'indonesia', 'kembali', 'baik', 'baik', 'saja', 'amin', 'paling', 'serius'];['semoga', 'wabah', 'covid', 'number', 'segera', 'berlalu', 'dan', 'indonesia', 'kembali', 'baik', 'baik', 'saja', 'semoga', 'paling', 'serius'];['semoga', 'wabah', 'covid', 'number', 'segera', 'berlalu', 'dan', 'indonesia', 'kembali', 'baik', 'baik', 'saja', 'semoga', 'paling', 'serius'];semoga wabah covid number segera berlalu dan indonesia kembali baik baik saja semoga paling serius;moga wabah covid number segera lalu indonesia baik baik moga paling serius
168;168.0;Ada juga lu sbg ketua mutusin utk potong gaji seluruh anggota dpr selama beberapa bulan kedepan utk biaya penanggulangan wabah covid-19..bukannya galang satgas covid-19 utk nyari dana.!!! Mati kekayaan lo gak lo bawa ke liang lahat!!;-2.0;ada juga lu sbg ketua mutusin utk potong gaji seluruh anggota dpr selama beberapa bulan kedepan utk biaya penanggulangan wabah covid number bukannya galang satgas covid number utk nyari dana mati kekayaan lo gak lo bawa ke liang lahat;['ada', 'juga', 'lu', 'sbg', 'ketua', 'mutusin', 'utk', 'potong', 'gaji', 'seluruh', 'anggota', 'dpr', 'selama', 'beberapa', 'bulan', 'kedepan', 'utk', 'biaya', 'penanggulangan', 'wabah', 'covid', 'number', 'bukannya', 'galang', 'satgas', 'covid', 'number', 'utk', 'nyari', 'dana', 'mati', 'kekayaan', 'lo', 'gak', 'lo', 'bawa', 'ke', 'liang', 'lahat'];['ada', 'juga', 'kamu', 'sebagai', 'ketua', 'mutusin', 'untuk', 'potong', 'gaji', 'seluruh', 'anggota', 'dpr', 'selama', 'beberapa', 'bulan', 'kedepan', 'untuk', 'biaya', 'penanggulangan', 'wabah', 'covid', 'number', 'bukannya', 'galang', 'satgas', 'covid', 'number', 'untuk', 'mencari', 'dana', 'mati', 'kekayaan', 'lo', 'tidak', 'lo', 'bawa', 'ke', 'liang', 'lahat'];['ada', 'juga', 'kamu', 'sebagai', 'ketua', 'mutusin', 'untuk', 'potong', 'gaji', 'seluruh', 'anggota', 'dpr', 'selama', 'beberapa', 'bulan', 'kedepan', 'untuk', 'biaya', 'penanggulangan', 'wabah', 'covid', 'number', 'bukannya', 'galang', 'satgas', 'covid', 'number', 'untuk', 'mencari', 'dana', 'mati', 'kekayaan', 'lo', 'tidak', 'lo', 'bawa', 'ke', 'liang', 'lahat'];ada juga kamu sebagai ketua mutusin untuk potong gaji seluruh anggota dpr selama beberapa bulan kedepan untuk biaya penanggulangan wabah covid number bukannya galang satgas covid number untuk mencari dana mati kekayaan lo tidak lo bawa ke liang lahat;juga kamu ketua mutusin potong gaji seluruh anggota dpr lama beberapa bulan depan biaya tanggulang wabah covid number bukan galang satgas covid number cari dana mati kaya lo lo bawa liang lahat
169;169.0;Presiden RI sangat cekatan dalam menghadapi Pandemi Covid-19 A. Sangat Benar SekaliB. Benar SekaliC. BenarD. Benar Semuah;2.0;presiden ri sangat cekatan dalam menghadapi pandemi covid number sangat benar sekalib benar sekalic benard benar semuah;['presiden', 'ri', 'sangat', 'cekatan', 'dalam', 'menghadapi', 'pandemi', 'covid', 'number', 'sangat', 'benar', 'sekalib', 'benar', 'sekalic', 'benard', 'benar', 'semuah'];['presiden', 'di', 'sangat', 'cekatan', 'dalam', 'menghadapi', 'pandemi', 'covid', 'number', 'sangat', 'benar', 'sekalib', 'benar', 'sekalic', 'benard', 'benar', 'semuah'];['presiden', 'di', 'sangat', 'cekatan', 'dalam', 'menghadapi', 'pandemi', 'covid', 'number', 'sangat', 'benar', 'sekalib', 'benar', 'sekalic', 'benard', 'benar', 'semuah'];presiden di sangat cekatan dalam menghadapi pandemi covid number sangat benar sekalib benar sekalic benard benar semuah;presiden sangat cekat hadap pandemi covid number sangat benar sekalib benar sekalic benard benar semuah
170;170.0;biar hukum yg brjalan. yuk fokus lawan covid 19;2.0;biar hukum yg brjalan yuk fokus lawan covid number;['biar', 'hukum', 'yg', 'brjalan', 'yuk', 'fokus', 'lawan', 'covid', 'number'];['biar', 'hukum', 'yang', 'brjalan', 'ayo', 'fokus', 'lawan', 'covid', 'number'];['biar', 'hukum', 'yang', 'brjalan', 'ayo', 'fokus', 'lawan', 'covid', 'number'];biar hukum yang brjalan ayo fokus lawan covid number;biar hukum brjalan ayo fokus lawan covid number
171;171.0;Pasca pandemi covid 19 ada orang gila nambah nggak ???;1.0;pasca pandemi covid number ada orang gila nambah nggak;['pasca', 'pandemi', 'covid', 'number', 'ada', 'orang', 'gila', 'nambah', 'nggak'];['pasca', 'pandemi', 'covid', 'number', 'ada', 'orang', 'gila', 'nambah', 'nggak'];['pasca', 'pandemi', 'covid', 'number', 'ada', 'orang', 'gila', 'nambah', 'nggak'];pasca pandemi covid number ada orang gila nambah nggak;pasca pandemi covid number orang gila nambah
172;172.0;Sbenarnya ada baiknya covid ni berlaku.. Banyak;1.0;sbenarnya ada baiknya covid ni berlaku banyak;['sbenarnya', 'ada', 'baiknya', 'covid', 'ni', 'berlaku', 'banyak'];['sbenarnya', 'ada', 'baiknya', 'covid', 'ini', 'berlaku', 'banyak'];['sbenarnya', 'ada', 'baiknya', 'covid', 'ini', 'berlaku', 'banyak'];sbenarnya ada baiknya covid ini berlaku banyak;sbenarnya baik covid laku banyak
173;173.0;Meninggal nya relawan covid kalah tenar dengan glen;-2.0;meninggal nya relawan covid kalah tenar dengan glen;['meninggal', 'nya', 'relawan', 'covid', 'kalah', 'tenar', 'dengan', 'glen'];['meninggal', 'nya', 'relawan', 'covid', 'kalah', 'tenar', 'dengan', 'glen'];['meninggal', 'nya', 'relawan', 'covid', 'kalah', 'tenar', 'dengan', 'glen'];meninggal nya relawan covid kalah tenar dengan glen;tinggal rawan covid kalah tenar glen
174;174.0;Legislatif sosialisasikan bahaya corona hingga ke sawah: Wakil rakyat di DPRD Kabupaten Kotabaru, Kalimantan Selatan gencar melakukan sosialisasi kepada masyarakat dalam mengantisipasi bahaya penyebaran virus COVID-19, yang dimulai dari wilayah perkotaan;1.0;legislatif sosialisasikan bahaya corona hingga ke sawah wakil rakyat di dprd kabupaten kotabaru kalimantan selatan gencar melakukan sosialisasi kepada masyarakat dalam mengantisipasi bahaya penyebaran virus covid number yang dimulai dari wilayah perkotaan;['legislatif', 'sosialisasikan', 'bahaya', 'corona', 'hingga', 'ke', 'sawah', 'wakil', 'rakyat', 'di', 'dprd', 'kabupaten', 'kotabaru', 'kalimantan', 'selatan', 'gencar', 'melakukan', 'sosialisasi', 'kepada', 'masyarakat', 'dalam', 'mengantisipasi', 'bahaya', 'penyebaran', 'virus', 'covid', 'number', 'yang', 'dimulai', 'dari', 'wilayah', 'perkotaan'];['legislatif', 'sosialisasikan', 'bahaya', 'corona', 'hingga', 'ke', 'sawah', 'wakil', 'rakyat', 'di', 'dprd', 'kabupaten', 'kotabaru', 'kalimantan', 'selatan', 'gencar', 'melakukan', 'sosialisasi', 'kepada', 'masyarakat', 'dalam', 'mengantisipasi', 'bahaya', 'penyebaran', 'virus', 'covid', 'number', 'yang', 'dimulai', 'dari', 'wilayah', 'perkotaan'];['legislatif', 'sosialisasikan', 'bahaya', 'corona', 'hingga', 'ke', 'sawah', 'wakil', 'rakyat', 'di', 'dprd', 'kabupaten', 'kotabaru', 'kalimantan', 'selatan', 'gencar', 'melakukan', 'sosialisasi', 'kepada', 'masyarakat', 'dalam', 'mengantisipasi', 'bahaya', 'penyebaran', 'virus', 'covid', 'number', 'yang', 'dimulai', 'dari', 'wilayah', 'perkotaan'];legislatif sosialisasikan bahaya corona hingga ke sawah wakil rakyat di dprd kabupaten kotabaru kalimantan selatan gencar melakukan sosialisasi kepada masyarakat dalam mengantisipasi bahaya penyebaran virus covid number yang dimulai dari wilayah perkotaan;legislatif sosialisasi bahaya corona hingga sawah wakil rakyat dprd kabupaten kotabaru kalimantan selatan gencar laku sosialisasi masyarakat antisipasi bahaya sebar virus covid number mulai wilayah kota
175;175.0;RS darurat Wisma Atlet Kemayoran rawat 522 pasien: Rumah Sakit Darurat COVID-19 Wisma Atlet di Kemayoran, Jakarta, hingga Kamis, 9 Maret 2020 merawat 522 pasien rawat inap yang terdiri atas 334 pria dan 188 perempuan.Kasdam Jaya Brigjen TNI M Saleh;1.0;rs darurat wisma atlet kemayoran rawat number pasien rumah sakit darurat covid number wisma atlet di kemayoran jakarta hingga kamis number maret number merawat number pasien rawat inap yang terdiri atas number pria dan number perempuan kasdam jaya brigjen tni saleh;['rs', 'darurat', 'wisma', 'atlet', 'kemayoran', 'rawat', 'number', 'pasien', 'rumah', 'sakit', 'darurat', 'covid', 'number', 'wisma', 'atlet', 'di', 'kemayoran', 'jakarta', 'hingga', 'kamis', 'number', 'maret', 'number', 'merawat', 'number', 'pasien', 'rawat', 'inap', 'yang', 'terdiri', 'atas', 'number', 'pria', 'dan', 'number', 'perempuan', 'kasdam', 'jaya', 'brigjen', 'tni', 'saleh'];['rs', 'darurat', 'wisma', 'atlet', 'kemayoran', 'rawat', 'number', 'pasien', 'rumah', 'sakit', 'darurat', 'covid', 'number', 'wisma', 'atlet', 'di', 'kemayoran', 'jakarta', 'hingga', 'kamis', 'number', 'maret', 'number', 'merawat', 'number', 'pasien', 'rawat', 'inap', 'yang', 'terdiri', 'atas', 'number', 'pria', 'dan', 'number', 'perempuan', 'kasdam', 'jaya', 'brigjen', 'tni', 'saleh'];['rs', 'darurat', 'wisma', 'atlet', 'kemayoran', 'rawat', 'number', 'pasien', 'rumah', 'sakit', 'darurat', 'covid', 'number', 'wisma', 'atlet', 'di', 'kemayoran', 'jakarta', 'hingga', 'kamis', 'number', 'maret', 'number', 'merawat', 'number', 'pasien', 'rawat', 'inap', 'yang', 'terdiri', 'atas', 'number', 'pria', 'dan', 'number', 'perempuan', 'kasdam', 'jaya', 'brigjen', 'tni', 'saleh'];rs darurat wisma atlet kemayoran rawat number pasien rumah sakit darurat covid number wisma atlet di kemayoran jakarta hingga kamis number maret number merawat number pasien rawat inap yang terdiri atas number pria dan number perempuan kasdam jaya brigjen tni saleh;rs darurat wisma atlet mayor rawat number pasien rumah sakit darurat covid number wisma atlet mayor jakarta hingga kamis number maret number rawat number pasien rawat inap diri atas number pria number perempuan kasdam jaya brigjen tni saleh
176;176.0;Wabah Covid-19 Merebak, Perajin Masker di Badung Panen Order;2.0;wabah covid number merebak perajin masker di badung panen order;['wabah', 'covid', 'number', 'merebak', 'perajin', 'masker', 'di', 'badung', 'panen', 'order'];['wabah', 'covid', 'number', 'merebak', 'perajin', 'masker', 'di', 'badung', 'panen', 'order'];['wabah', 'covid', 'number', 'merebak', 'perajin', 'masker', 'di', 'badung', 'panen', 'order'];wabah covid number merebak perajin masker di badung panen order;wabah covid number rebak rajin masker badung panen order
177;177.0;2. Dampak Covid-19 terhadap Kerjasama Internasional Jawab:. Adanya kapasitas perawatan kesehatan yang cukup . Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro. kerja sama internasional maupun kemitraan lintas batas;1.0;number dampak covid number terhadap kerjasama internasional jawab adanya kapasitas perawatan kesehatan yang cukup harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro kerja sama internasional maupun kemitraan lintas batas;['number', 'dampak', 'covid', 'number', 'terhadap', 'kerjasama', 'internasional', 'jawab', 'adanya', 'kapasitas', 'perawatan', 'kesehatan', 'yang', 'cukup', 'harus', 'terintegrasi', 'antara', 'kebijakan', 'pada', 'bidang', 'kesehatan', 'dan', 'ekonomi', 'makro', 'kerja', 'sama', 'internasional', 'maupun', 'kemitraan', 'lintas', 'batas'];['number', 'dampak', 'covid', 'number', 'terhadap', 'kerjasama', 'internasional', 'jawab', 'adanya', 'kapasitas', 'perawatan', 'kesehatan', 'yang', 'cukup', 'harus', 'terintegrasi', 'antara', 'kebijakan', 'pada', 'bidang', 'kesehatan', 'dan', 'ekonomi', 'makro', 'kerja', 'sama', 'internasional', 'maupun', 'kemitraan', 'lintas', 'batas'];['number', 'dampak', 'covid', 'number', 'terhadap', 'kerjasama', 'internasional', 'jawab', 'adanya', 'kapasitas', 'perawatan', 'kesehatan', 'yang', 'cukup', 'harus', 'terintegrasi', 'antara', 'kebijakan', 'pada', 'bidang', 'kesehatan', 'dan', 'ekonomi', 'makro', 'kerja', 'sama', 'internasional', 'maupun', 'kemitraan', 'lintas', 'batas'];number dampak covid number terhadap kerjasama internasional jawab adanya kapasitas perawatan kesehatan yang cukup harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro kerja sama internasional maupun kemitraan lintas batas;number dampak covid number kerjasama internasional jawab ada kapasitas awat sehat cukup integrasi bijak bidang sehat ekonomi makro kerja sama internasional maupun mitra lintas batas
